"cause","effect"
"BARD1","BRD7"
"BARD1","CHD3"
"BARD1","HAP1"
"BARD1","IKBKAP"
"BARD1","ING5"
"BARD1","KBTBD7"
"BARD1","MDC1"
"BARD1","MSH2"
"BARD1","PIAS4"
"BARD1","POLR2A"
"BARD1","RBBP8"
"BARD1","SETDB1"
"BARD1","TCERG1"
"BATF","SNAPC5"
"BAX","BAK1"
"BAX","BCL2"
"BAX","BCL2L1"
"BAX","BID"
"BAX","NOL3"
"BAX","SFN"
"BAX","SH3GLB1"
"BBS10","MAP3K7"
"BBS10","MAPK6"
"BBS4","PCM1"
"BCAN","FBLN2"
"BCAP31","APP"
"BCAP31","CASP1"
"BCAP31","CASP3"
"BCAP31","CASP8"
"BCAR1","CD2AP"
"BCAR1","EFS"
"BCAR1","HCK"
"BCAR1","NEDD9"
"BCAR1","PKD1"
"BCAR1","PPP1R15A"
"BCAR1","PTPN12"
"BCAR1","TRIP6"
"BCL10","AKT1"
"BCL10","CASP9"
"BCL10","CHUK"
"BCL10","IKBKG"
"BCL10","MALT1"
"BCL10","MAP3K7"
"BCL10","PELI2"
"BCL10","RIPK2"
"BCL10","SOCS3"
"BCL10","UBE2N"
"BCL10","UBE2V2"
"BCL2","BAK1"
"BCL2","BID"
"BCL2","BNIP2"
"BCL2","MAPK1"
"BCL2","MAPK11"
"BCL2","MAPK14"
"BCL2","MAPK8"
"BCL2","PIN1"
"BCL2","PPP1CA"
"BCL2","TMBIM6"
"BCL2","TOMM20"
"BCL2","TP53BP2"
"BCL2A1","BAK1"
"BCL2A1","BID"
"BCL2L1","BAK1"
"BCL2L1","FBP1"
"BCL2L1","GLOD4"
"BCL2L1","HRK"
"BCL2L1","PPP1CA"
"BCL2L1","RAD9A"
"BCL2L11","BCL2"
"BCL2L11","MAPK10"
"BCL2L11","MAPK8"
"BCL2L11","MAPK9"
"BCL3","CREBBP"
"BCL3","FOS"
"BCL3","GTF2A1"
"BCL3","GTF2B"
"BCL3","NFKB2"
"BCL6","RUNX1T1"
"BCOR","HDAC1"
"BCR","ERCC3"
"BCR","MAP4K5"
"BCR","SFN"
"BCR","UNC119"
"BCR","YWHAB"
"BCR","YWHAE"
"BCR","YWHAQ"
"BDKRB2","ACE"
"BDKRB2","GRK5"
"BDKRB2","NOS3"
"BDP1","RB1"
"BECN1","BCL2L1"
"BECN1","PIK3R2"
"BEGAIN","ABLIM1"
"BEGAIN","BAHD1"
"BEGAIN","DTNB"
"BEGAIN","KIAA0408"
"BEGAIN","RIBC2"
"BEGAIN","TRIM27"
"BEGAIN","USP2"
"BEND5","CTNNBIP1"
"BEND7","NIF3L1"
"BEX2","LMO2"
"BGN","BMP4"
"BGN","TNF"
"BHLHE40","BHLHE41"
"BICD2","NEK9"
"BID","BAK1"
"BID","BCL2L1"
"BID","CSNK2A1"
"BID","CSNK2A2"
"BID","CSNK2B"
"BIN1","ABL1"
"BIN1","AP2A2"
"BIN1","ATXN2"
"BIN1","DNM1"
"BIN1","DNM2"
"BIRC2","CASP3"
"BIRC2","CASP7"
"BIRC2","CASP9"
"BIRC2","GSPT1"
"BIRC2","HTRA2"
"BIRC2","IKBKG"
"BIRC2","RIPK2"
"BIRC2","TRADD"
"BIRC2","UBB"
"BIRC2","UBE2J1"
"BIRC3","CASP3"
"BIRC5","AURKB"
"BIRC5","CASP9"
"BIRC5","CDK4"
"BIRC5","INCENP"
"BIRC7","CASP7"
"BLM","WRN"
"BLMH","RPL11"
"BLMH","UBE2I"
"BLNK","LAT2"
"BLNK","NAP1L4"
"BLNK","SH3KBP1"
"BLOC1S2","BLOC1S1"
"BMI1","CBX8"
"BMI1","PHC1"
"BMI1","RING1"
"BMI1","RNF2"
"BMP1","CHRD"
"BMP1","COL1A1"
"BMP1","COL5A1"
"BMP1","HSPG2"
"BMP1","LAMA3"
"BMP6","SOSTDC1"
"BMP7","NOG"
"BMPR1A","BMP5"
"BMPR1A","BMPR2"
"BMPR1A","GDF5"
"BMPR1A","GDF9"
"BMPR1A","TGFBRAP1"
"BMPR1A","ZMYND11"
"BMPR1B","KLHL1"
"BMPR1B","LZTR1"
"BMPR1B","NKIRAS1"
"BMPR1B","PPP2CA"
"BMPR1B","SOCS6"
"BMPR1B","STUB1"
"BMPR1B","TGFBR1"
"BMPR1B","UBXN1"
"BMPR1B","VEPH1"
"BMPR2","CTBP1"
"BMPR2","GDF9"
"BMPR2","HNRNPR"
"BMPR2","LIMK1"
"BMPR2","LSM10"
"BMPR2","LSP1"
"BMPR2","MAPK8"
"BMPR2","MOS"
"BMPR2","PMPCA"
"BMPR2","RABGGTA"
"BMPR2","TOPBP1"
"BMPR2","TUBB"
"BMX","PAK1"
"BMX","SRC"
"BNIP1","BCL2L1"
"BNIP3","BCL2L1"
"BNIP3L","BCL2"
"BNIP3L","BCL2L1"
"BNIP3L","BNIP3"
"BNIP3L","DOK5"
"BNIP3L","EWSR1"
"BNIP3L","GNB5"
"BNIP3L","ROBO2"
"BNIP3L","STEAP3"
"BNIPL","MIF"
"BRAF","MAPK1"
"BRAF","YWHAH"
"BRCA1","AR"
"BRCA1","ATF1"
"BRCA1","BACH1"
"BRCA1","BRCA2"
"BRCA1","BRCC3"
"BRCA1","BRIP1"
"BRCA1","CCNA1"
"BRCA1","CCNA2"
"BRCA1","CCND1"
"BRCA1","CDK2"
"BRCA1","CDK7"
"BRCA1","CREB1"
"BRCA1","CREBBP"
"BRCA1","CTBP2"
"BRCA1","DCLRE1C"
"BRCA1","DHX9"
"BRCA1","E2F1"
"BRCA1","E2F4"
"BRCA1","EP300"
"BRCA1","FAM175A"
"BRCA1","HDAC1"
"BRCA1","HDAC2"
"BRCA1","JUNB"
"BRCA1","JUND"
"BRCA1","KPNA1"
"BRCA1","KPNA2"
"BRCA1","KPNA6"
"BRCA1","LMO4"
"BRCA1","MED1"
"BRCA1","MED21"
"BRCA1","MLH1"
"BRCA1","MSH2"
"BRCA1","NBN"
"BRCA1","NFKB1"
"BRCA1","NFYA"
"BRCA1","NUFIP1"
"BRCA1","POLR2A"
"BRCA1","POU2F1"
"BRCA1","RAD51"
"BRCA1","RB1"
"BRCA1","RBBP4"
"BRCA1","RBBP8"
"BRCA1","RFC1"
"BRCA1","SMAD2"
"BRCA1","SMAD4"
"BRCA1","SMARCA4"
"BRCA1","SP1"
"BRCA1","TP53"
"BRCA1","TP53BP1"
"BRCA1","TRRAP"
"BRCA1","UBE2L3"
"BRCA1","USF2"
"BRCA1","YY1"
"BRCA1","ZNF350"
"BRCA2","BCCIP"
"BRCA2","C11orf30"
"BRCA2","FANCG"
"BRCA2","RAD51"
"BRCA2","SHFM1"
"BRCA2","WDR16"
"BRD3","BRD7"
"BRD3","MAP1LC3B"
"BRD4","RFC1"
"BRD7","BRD3"
"BRD7","HAP1"
"BRD7","HIST2H2BE"
"BRD8","TRRAP"
"BRF1","GTF3C3"
"BRF1","GTF3C5"
"BRF1","RBL2"
"BRMS1","HDAC1"
"BRMS1","RBP1"
"BRSK1","CDC25C"
"BSG","PDLIM7"
"BSG","SLC2A4"
"BSPRY","ZYX"
"BTBD2","SETDB1"
"BTC","EGFR"
"BTC","ERBB2"
"BTF3","MED21"
"BTG1","CNOT8"
"BTG3","CNOT8"
"BTK","BLNK"
"BTK","BMX"
"BTK","CMTM3"
"BTK","DAPP1"
"BTK","GNG2"
"BTK","GRB2"
"BTK","HCK"
"BTK","IGHMBP2"
"BTK","ITK"
"BTK","LYN"
"BTK","MAN2B1"
"BTK","MYD88"
"BTK","PIK3AP1"
"BTK","PIP4K2A"
"BTK","PLCG2"
"BTK","PRKCB"
"BTK","PRKCQ"
"BTK","SH3BP5"
"BTK","SYK"
"BTK","TEC"
"BTK","TIRAP"
"BTK","TLR4"
"BTK","VAV1"
"BTK","WAS"
"BTRC","CDC34"
"BTRC","CUL1"
"BTRC","DBN1"
"BTRC","FBXW11"
"BTRC","HNRNPU"
"BTRC","KIAA0947"
"BTRC","SKP1"
"BTRC","SUFU"
"BTRC","TRIM9"
"BTRC","UBQLN2"
"BTRC","WEE1"
"BTRC","YAP1"
"BUB1","AP1B1"
"BUB1","AP2B1"
"BUB1","AP3B1"
"BUB1","ARIH2"
"BUB1","BUB3"
"BUB1","CDC20"
"BUB1","EIF4EBP1"
"BUB1","PLK1"
"BUB1B","BRCA2"
"BUB1B","CDC20"
"BYSL","COIL"
"BZW2","IKBKB"
"C10orf10","CCDC85B"
"C10orf10","KRT15"
"C10orf10","USHBP1"
"C10orf2","AKTIP"
"C10orf88","CLTC"
"C11orf30","CBX1"
"C11orf49","RPS3A"
"C11orf58","POLR2C"
"C11orf58","SF3B1"
"C14orf1","CCDC106"
"C14orf1","HMGB1"
"C14orf1","POLE2"
"C14orf1","POLR2C"
"C14orf1","POLR3F"
"C14orf1","SNRPB"
"C14orf1","SNRPG"
"C16orf74","UNC119"
"C19orf57","C19orf25"
"C19orf60","MDFI"
"C1D","TSNAX"
"C1orf174","GOLM1"
"C1orf65","KRT15"
"C1orf94","USO1"
"C1QA","C1QB"
"C1QA","C1R"
"C1QA","CR1"
"C1QA","CSPG4"
"C1QA","DCN"
"C1QA","FN1"
"C1QA","HIPK3"
"C1QB","DEFA1"
"C1QB","MYOC"
"C1QBP","COIL"
"C1QBP","HABP4"
"C1QBP","HNRNPD"
"C1QBP","MAPK3"
"C1QBP","PRKCZ"
"C1QBP","TOP3B"
"C1QBP","YWHAG"
"C1QTNF1","UBQLN4"
"C1R","CSNK2A1"
"C2","PSMA4"
"C20orf195","SSSCA1"
"C2orf44","CSNK1G1"
"C2orf44","PDPK1"
"C2orf44","RAB35"
"C3","ABL1"
"C3","C2"
"C3","CD46"
"C3","CFB"
"C3","CFP"
"C3","CR1"
"C3","CTSG"
"C3","LAMA1"
"C3","LRP1"
"C3","MASP1"
"C3AR1","C3"
"C4orf17","COPS6"
"C5AR1","ARRB2"
"C5AR1","C5"
"C5AR1","GNAI2"
"C5AR1","RPS19"
"C5AR1","WAS"
"C6orf136","CSNK2B"
"C6orf165","MDFI"
"C6orf165","RNF138"
"C6orf47","FGFR3"
"C7","PLG"
"C7orf25","CEP70"
"C7orf25","UBE2D1"
"C8orf33","KBTBD7"
"C9orf78","SUPT5H"
"CA12","DAXX"
"CA2","PTCHD2"
"CA2","SLC9A1"
"CABLES1","CCNA1"
"CABLES1","CDK5"
"CABLES2","CDK5"
"CABP1","CSNK2A2"
"CACHD1","PEBP1"
"CACHD1","XAB2"
"CACNA1C","SRI"
"CACNA1D","STX1A"
"CACYBP","SIAH1"
"CACYBP","SKP1"
"CAD","PPP1CA"
"CAD","YWHAG"
"CADM1","ATF7IP"
"CADM1","EPB41L3"
"CADM1","MPP3"
"CADPS2","BDNF"
"CADPS2","MEGF10"
"CALB2","TUBA4A"
"CALCOCO1","EP300"
"CALCOCO1","TBC1D17"
"CALCOCO2","C1orf65"
"CALCOCO2","C20orf195"
"CALCOCO2","DAXX"
"CALCOCO2","FASTK"
"CALCOCO2","GABARAPL2"
"CALCOCO2","GEMIN4"
"CALCOCO2","PIAS4"
"CALCOCO2","PTBP2"
"CALCOCO2","VPS72"
"CALCR","CALM1"
"CALCRL","ADM"
"CALCRL","RAMP1"
"CALCRL","RAMP2"
"CALD1","CALM1"
"CALD1","CALM2"
"CALD1","CALM3"
"CALM1","ADCY8"
"CALM1","ATP2B1"
"CALM1","CABIN1"
"CALM1","CAMK1"
"CALM1","CSNK2A1"
"CALM1","CSNK2A2"
"CALM1","EGFR"
"CALM1","EWSR1"
"CALM1","FER"
"CALM1","GAP43"
"CALM1","GRB7"
"CALM1","KCNQ2"
"CALM1","MAPT"
"CALM1","MYO9B"
"CALM1","NRGN"
"CALM1","PDE1A"
"CALM1","PIK3C3"
"CALM1","RAB3B"
"CALM1","RALB"
"CALM1","RYR1"
"CALM1","SNCA"
"CALM1","STRN4"
"CALM1","TNNI2"
"CALM1","TRPV1"
"CALM1","TRPV6"
"CALM3","AKAP9"
"CALR","APOB"
"CALR","LCK"
"CALR","LPL"
"CALR","PDIA3"
"CALR","PLAT"
"CALR","SLC2A1"
"CALR","TAPBP"
"CALR","TRAF6"
"CALR","TSHR"
"CAMK1","GAPDH"
"CAMK2A","DAPK2"
"CAMK2B","PLCB3"
"CAMK2G","CABP2"
"CAMK2G","PLCB3"
"CAMKK1","YWHAG"
"CAMLG","PPIB"
"CANX","APOB"
"CANX","BCAP31"
"CANX","FAM107A"
"CANX","LRP1"
"CANX","MBTPS1"
"CANX","PDIA3"
"CANX","PMP22"
"CANX","PRKCSH"
"CANX","SLC2A1"
"CANX","SLC4A1"
"CANX","SMURF2"
"CAP1","ACTB"
"CAP1","CFL1"
"CAPN1","BCL2L1"
"CAPN1","BID"
"CAPN1","CBL"
"CAPN1","CDK5R1"
"CAPN1","CREG1"
"CAPN1","CTSC"
"CAPN1","FHL2"
"CAPN1","GRIN2B"
"CAPN1","PSEN2"
"CAPN1","SPTAN1"
"CAPN1","TINAGL1"
"CAPN1","VIM"
"CAPN2","ADRBK1"
"CAPN2","CAPNS1"
"CAPN2","CASP9"
"CAPN2","CDK5R1"
"CAPN2","PTPN1"
"CAPN2","TNS1"
"CAPNS1","ATP5J2"
"CAPNS1","GNB2"
"CAPNS1","RAB1A"
"CAPRIN1","AKAP10"
"CAPZA1","ACTB"
"CAPZA1","CD2AP"
"CAPZB","RPP14"
"CARD11","IKBKG"
"CARD11","PIK3R2"
"CARD11","TRAF1"
"CARD14","TRIP13"
"CARD8","CASP9"
"CARD9","CCDC85B"
"CARD9","KIAA0408"
"CARHSP1","PIAS3"
"CARHSP1","TSC22D1"
"CARM1","SRCAP"
"CASK","ATP2B4"
"CASK","CADM1"
"CASK","CNTNAP2"
"CASK","F11R"
"CASK","KCNA4"
"CASK","KCNJ12"
"CASK","KCNJ2"
"CASK","NPHS1"
"CASK","PARK2"
"CASK","TANC1"
"CASK","TSPYL2"
"CASP1","BID"
"CASP1","LMNA"
"CASP1","PAK1"
"CASP1","PSEN2"
"CASP1","PYCARD"
"CASP10","DEDD"
"CASP10","DEDD2"
"CASP10","POLR2A"
"CASP10","RB1"
"CASP14","CASP8"
"CASP2","CASP7"
"CASP2","CFLAR"
"CASP2","CSNK2A1"
"CASP2","DSP"
"CASP2","EEF1A1"
"CASP2","KPNA2"
"CASP2","NLRP1"
"CASP2","NOL3"
"CASP2","RAI1"
"CASP2","RB1"
"CASP3","ADD1"
"CASP3","AIFM1"
"CASP3","AKAP8"
"CASP3","ATN1"
"CASP3","ATXN3"
"CASP3","BID"
"CASP3","BIRC5"
"CASP3","BIRC6"
"CASP3","BLM"
"CASP3","CASP10"
"CASP3","CASP6"
"CASP3","CASP8"
"CASP3","CDC27"
"CASP3","CDC42"
"CASP3","CTNNB1"
"CASP3","DCTN1"
"CASP3","EIF2AK2"
"CASP3","EIF2S1"
"CASP3","EIF3J"
"CASP3","EIF4G2"
"CASP3","HMGB1"
"CASP3","HNRNPU"
"CASP3","MCL1"
"CASP3","MDM2"
"CASP3","MDM4"
"CASP3","NEDD4"
"CASP3","PAK2"
"CASP3","PKN1"
"CASP3","PKN2"
"CASP3","PRKDC"
"CASP3","PSIP1"
"CASP3","RABEP1"
"CASP3","RAD51"
"CASP3","RB1"
"CASP3","ROCK1"
"CASP3","SRP72"
"CASP3","STK3"
"CASP3","STK4"
"CASP3","TOP1"
"CASP3","USO1"
"CASP3","VIM"
"CASP3","WEE1"
"CASP4","CASP10"
"CASP4","CASP3"
"CASP4","NOD1"
"CASP4","SERPINB9"
"CASP6","CASP10"
"CASP6","CHD3"
"CASP6","TOP1"
"CASP7","DSP"
"CASP7","NEDD4"
"CASP7","PSIP1"
"CASP7","PSME3"
"CASP7","RAD21"
"CASP7","RB1"
"CASP8","APAF1"
"CASP8","BCL2"
"CASP8","CASP3"
"CASP8","CASP6"
"CASP8","CDKN1B"
"CASP8","CHUK"
"CASP8","CTNNB1"
"CASP8","EIF2AK2"
"CASP8","FAF1"
"CASP8","IKBKB"
"CASP8","IKBKG"
"CASP8","NOL3"
"CASP8","PARP2"
"CASP8","PIAS1"
"CASP8","RB1"
"CASP8","RYBP"
"CASP8","SUMO1"
"CASP8","USO1"
"CASP8","VIM"
"CASP9","BCL2L1"
"CASP9","CASP10"
"CASP9","DSP"
"CASP9","MAP2K1"
"CASP9","MAPK3"
"CASP9","NAIP"
"CASP9","NLRP1"
"CASP9","PRKCZ"
"CASP9","VIM"
"CAST","CAPN1"
"CAST","PPFIA1"
"CAST","PPFIA4"
"CAT","PTPN11"
"CAT","SUMO4"
"CATSPER1","ADAMTSL4"
"CATSPER1","EFEMP2"
"CAV1","ABCB1"
"CAV1","ADRBK1"
"CAV1","APP"
"CAV1","BMX"
"CAV1","CSK"
"CAV1","DNM1"
"CAV1","FLOT2"
"CAV1","GJA1"
"CAV1","GNAI2"
"CAV1","GRB7"
"CAV1","HRAS"
"CAV1","ILK"
"CAV1","INSR"
"CAV1","IRS1"
"CAV1","MAPK3"
"CAV1","NEU3"
"CAV1","NOS2"
"CAV1","NOS3"
"CAV1","PLD2"
"CAV1","PPP1CA"
"CAV1","PTEN"
"CAV1","PTPN1"
"CAV1","PTPRF"
"CAV1","RCVRN"
"CAV1","RHOA"
"CAV1","SOS1"
"CAV1","SRC"
"CAV1","STRN4"
"CAV2","CAV1"
"CAV2","FLOT2"
"CAV2","GOLGB1"
"CAV2","SRC"
"CBFA2T2","CBFA2T3"
"CBFA2T2","SIN3A"
"CBFA2T3","CBFA2T2"
"CBFB","CBFA2T2"
"CBFB","RUNX1"
"CBFB","RUNX3"
"CBL","CD2AP"
"CBL","EGFR"
"CBL","INSR"
"CBL","ITCH"
"CBL","ITK"
"CBL","PRKCA"
"CBL","PSMC1"
"CBL","SORBS2"
"CBL","SRC"
"CBL","TRAF6"
"CBL","UBE2G1"
"CBL","UBE2L3"
"CBL","YWHAG"
"CBL","YWHAZ"
"CBLB","ARHGEF7"
"CBLB","NEDD4"
"CBLB","RNF11"
"CBLB","SORBS3"
"CBLC","SH3GL3"
"CBLC","SPRY2"
"CBX1","CBX3"
"CBX1","CBX5"
"CBX1","CHAF1A"
"CBX1","HIST1H3A"
"CBX1","TRIM24"
"CBX1","TRIM28"
"CBX3","TAF4"
"CBX4","CTBP1"
"CBX4","CTBP2"
"CBX4","FHL1"
"CBX4","MED9"
"CBX4","RING1"
"CBX5","CBX1"
"CBX5","CBX3"
"CBX5","MIS12"
"CBX5","TAF4"
"CBX5","TRIM24"
"CBX8","BMI1"
"CBX8","RING1"
"CBX8","SETDB1"
"CBY1","AGTPBP1"
"CCAR1","BRD7"
"CCDC106","COPS6"
"CCDC113","HAP1"
"CCDC115","TK1"
"CCDC120","KRT15"
"CCDC120","MDFI"
"CCDC120","USHBP1"
"CCDC136","COIL"
"CCDC137","MPP3"
"CCDC33","CALCOCO2"
"CCDC33","CCDC85B"
"CCDC33","EHMT2"
"CCDC7","CIAO1"
"CCDC85A","PFDN1"
"CCDC85B","C19orf25"
"CCDC85B","FAM50B"
"CCDC85B","NDUFA5"
"CCDC85B","NRIP1"
"CCDC85B","PKN1"
"CCDC85B","PLOD3"
"CCDC85B","POLR2L"
"CCDC85B","RBM7"
"CCDC85B","SCNM1"
"CCDC85B","VPS72"
"CCDC88C","DVL1"
"CCDC90B","BTBD2"
"CCDC90B","NIPSNAP3A"
"CCL13","HNRNPH3"
"CCL13","MMP3"
"CCL14","CCR1"
"CCL16","CCR1"
"CCL17","VCAM1"
"CCL2","CCR1"
"CCL2","MMP3"
"CCL2","VCAN"
"CCL21","IGFBP7"
"CCL21","UBQLN4"
"CCL22","DPP4"
"CCL26","CCR1"
"CCL3","SRGN"
"CCL4","CCL3"
"CCL4","CCR1"
"CCL4","CCR3"
"CCL4","IL8"
"CCL5","CCR5"
"CCL5","GRB2"
"CCL5","PIGR"
"CCL5","SDC1"
"CCL5","SDC4"
"CCL7","CCR1"
"CCL7","CCR5"
"CCL7","FEZ1"
"CCL7","MMP3"
"CCL8","CCR1"
"CCL8","CCR3"
"CCL8","VCAN"
"CCNA1","CDK2"
"CCNA2","CDK2"
"CCNA2","RBL1"
"CCNB1","CDC25A"
"CCNB1","CDC25C"
"CCNB1","GADD45B"
"CCNB1","MAP4"
"CCNB1","PBK"
"CCNB1","PCNA"
"CCNB1","PKMYT1"
"CCNB1","PLK1"
"CCNB1","PTMA"
"CCNB1IP1","UBE2L3"
"CCNB2","CDK2"
"CCNB2","MCM2"
"CCNC","CDK8"
"CCNC","MED8"
"CCND1","CCNDBP1"
"CCND1","MCM10"
"CCND1","PCNA"
"CCND3","RBL2"
"CCNE2","CDK2"
"CCNE2","CDKN1C"
"CCNG1","CDKN2A"
"CCNG1","MDM2"
"CCNH","CDK2"
"CCNH","ERCC3"
"CCNH","GTF2E2"
"CCNH","SSSCA1"
"CCNK","CCDC85B"
"CCNK","CDK2"
"CCNK","DVL3"
"CCNK","KCNRG"
"CCNK","POLR2A"
"CCNK","USHBP1"
"CCNL2","DYRK1A"
"CCNT2","CDK9"
"CCR1","CCL3"
"CCR10","CCL28"
"CCR10","CXCL13"
"CCR2","CCR5"
"CCR3","CCL11"
"CCR3","CCL3"
"CCR3","CCL3L1"
"CCR3","CCL5"
"CCR3","FGR"
"CCR3","HCK"
"CCR4","CCL17"
"CCR4","CCL22"
"CCR4","CCL5"
"CCR5","ADRBK1"
"CCR5","ARRB1"
"CCR5","CD4"
"CCR5","CXCR4"
"CCR5","LCK"
"CCR5","PTK2B"
"CCR5","TXK"
"CCR6","CCL20"
"CCR7","CCL19"
"CCR8","CCL17"
"CCR9","CCL25"
"CCS","SOD1"
"CCT2","YWHAG"
"CCT3","SSSCA1"
"CCT5","HDAC3"
"CCT7","ANXA7"
"CCT7","RAP1B"
"CCT7","RCC1"
"CCT7","SSSCA1"
"CD14","ITGB2"
"CD14","LGALS3BP"
"CD14","TLR4"
"CD151","ITGA6"
"CD151","MMP7"
"CD151","PTGFRN"
"CD19","BTK"
"CD19","CD22"
"CD19","CD79A"
"CD19","CD79B"
"CD19","CR2"
"CD19","LYN"
"CD19","PLCG2"
"CD19","SYK"
"CD19","VAV1"
"CD19","VAV2"
"CD1B","PSAP"
"CD1D","B2M"
"CD1D","CALR"
"CD1D","CD74"
"CD1D","PTPRC"
"CD2","CD5"
"CD2","PSTPIP1"
"CD2","SH3KBP1"
"CD22","ATP2B4"
"CD22","GRB2"
"CD22","LCP2"
"CD244","LAT"
"CD244","SH2D1A"
"CD247","CD2"
"CD247","CD3D"
"CD247","CD5"
"CD247","CSK"
"CD247","DOCK2"
"CD247","GAB2"
"CD247","GRB2"
"CD247","JAK3"
"CD247","LCK"
"CD247","PTPRC"
"CD247","SLA"
"CD247","SLA2"
"CD247","TRAT1"
"CD247","UNC119"
"CD27","TRAF2"
"CD27","TRAF3"
"CD27","TRAF5"
"CD28","CD4"
"CD28","CD80"
"CD28","CD86"
"CD28","GRAP2"
"CD28","GRB2"
"CD28","ITK"
"CD28","LCK"
"CD28","PIK3CG"
"CD28","PIK3R2"
"CD28","PTPRC"
"CD2AP","ARRB1"
"CD2AP","HCK"
"CD2AP","PKD2"
"CD2AP","PSTPIP1"
"CD2AP","SH3KBP1"
"CD2AP","WTIP"
"CD2BP2","PRPF6"
"CD36","FYN"
"CD36","ITGB1"
"CD36","ITGB3"
"CD36","LYN"
"CD36","MATK"
"CD36","SRC"
"CD38","CD4"
"CD38","LCK"
"CD3D","CD3E"
"CD3E","CD3EAP"
"CD3E","CD79B"
"CD3E","LCK"
"CD3E","NCK2"
"CD3E","NCL"
"CD3E","UNC119"
"CD3EAP","TAF1A"
"CD3G","CD3D"
"CD3G","CD3E"
"CD4","BTRC"
"CD4","CD2"
"CD4","CD5"
"CD4","CTSD"
"CD4","CXCL12"
"CD4","HLA-DPA1"
"CD4","HLA-DQA2"
"CD4","HLA-DQB1"
"CD4","IL16"
"CD4","KCNAB2"
"CD4","LAT"
"CD4","LCK"
"CD4","LGALS1"
"CD4","PIK3R1"
"CD4","PTPRC"
"CD4","UNC119"
"CD40","BIRC2"
"CD40","CAV1"
"CD40","HSPA4"
"CD40","PIK3R1"
"CD40","RIPK2"
"CD40","TRAF3IP2"
"CD40","TRAF6"
"CD40","XRCC5"
"CD44","CD4"
"CD44","EZR"
"CD44","HMMR"
"CD44","LCK"
"CD44","MMP7"
"CD44","PKN1"
"CD44","TGFBR1"
"CD44","TIAM1"
"CD44","VAV2"
"CD46","DLG4"
"CD46","LLGL1"
"CD46","SRC"
"CD46","YES1"
"CD47","BNIP3"
"CD47","EPB42"
"CD47","GNAI1"
"CD47","ITGAV"
"CD47","PAK1"
"CD47","PTK2"
"CD47","THBS1"
"CD47","UBQLN1"
"CD48","CD2"
"CD48","CD244"
"CD48","LCK"
"CD5","CD6"
"CD5","PRKCB"
"CD53","CD2"
"CD53","CD4"
"CD55","CD14"
"CD55","CR1"
"CD55","FYN"
"CD59","CD2"
"CD6","SDCBP"
"CD63","CD9"
"CD63","HLA-DMB"
"CD63","ITGA6"
"CD63","PTGFRN"
"CD72","BLNK"
"CD74","MIF"
"CD79A","BLK"
"CD79A","BLNK"
"CD79A","CD5"
"CD79B","CD5"
"CD79B","FYN"
"CD79B","LCK"
"CD79B","PTK2"
"CD80","CTLA4"
"CD81","DLG5"
"CD81","ITGA4"
"CD81","KIT"
"CD81","MYOC"
"CD81","SHC1"
"CD82","ERBB2"
"CD82","ERBB3"
"CD82","IGSF8"
"CD82","ITGA3"
"CD82","ITGB1"
"CD82","ITGB2"
"CD82","LRP1"
"CD86","CTLA4"
"CD8A","CD3D"
"CD8A","CD8B"
"CD8A","HLA-A"
"CD8A","LAT"
"CD8A","LCK"
"CD8A","LGALS1"
"CD8A","PTPRC"
"CD9","CD36"
"CD9","CD59"
"CD9","CD81"
"CD9","ITGA3"
"CD9","ITGB1"
"CD9","KIT"
"CD9","SERPINH1"
"CD93","C1QA"
"CD93","COL1A1"
"CD93","COL1A2"
"CD93","COL4A1"
"CD93","COL4A2"
"CD93","COL4A3"
"CD93","COL4A5"
"CD93","COL4A6"
"CD93","F12"
"CD93","MSN"
"CD93","RANBP1"
"CD99","FTH1"
"CD99","KPNB1"
"CD99","TRIP13"
"CDC20","CCNA2"
"CDC20","PTTG1"
"CDC25A","BTRC"
"CDC25A","CCNA1"
"CDC25A","CCNE1"
"CDC25A","CDK2"
"CDC25A","PIM1"
"CDC25B","CSNK2A1"
"CDC25B","FHL3"
"CDC25B","SFN"
"CDC25C","CCNA2"
"CDC25C","LZTS1"
"CDC25C","MAPK14"
"CDC25C","PCNA"
"CDC34","CUL1"
"CDC34","ZFAND6"
"CDC37","BTBD10"
"CDC37","CDK5"
"CDC37","GCH1"
"CDC37","RPS15A"
"CDC37","SAFB"
"CDC42","ARHGDIA"
"CDC42","BNIP2"
"CDC42","C14orf1"
"CDC42","CASP7"
"CDC42","CDC42EP1"
"CDC42","CSPG4"
"CDC42","EEF1G"
"CDC42","GDI1"
"CDC42","KTN1"
"CDC42","MAPK9"
"CDC42","MARK4"
"CDC42","MCF2L"
"CDC42","METAP2"
"CDC42","PAK2"
"CDC42","PARD3"
"CDC42","PRKCI"
"CDC42","STAU1"
"CDC42","TNK2"
"CDC42","TRIP10"
"CDC42EP1","FHL3"
"CDC42EP1","RBPMS"
"CDC5L","CDKN2A"
"CDC5L","PLRG1"
"CDC6","CCNA2"
"CDC6","CDK2"
"CDC6","PCNA"
"CDC7","CDK2"
"CDH1","CASP3"
"CDH1","CASP8"
"CDH1","CSE1L"
"CDH1","CTNNB1"
"CDH1","CTNND1"
"CDH1","CTNND2"
"CDH1","ERBB2IP"
"CDH1","GSK3B"
"CDH1","IQGAP1"
"CDH1","IRS1"
"CDH1","JUP"
"CDH1","NEDD9"
